@relation accelerometer

@attribute minimum_for_axis_X numeric
@attribute minimum_for_axis_Y numeric
@attribute minimum_for_axis_Z numeric
@attribute minimum_for_magnitude numeric
@attribute average_acceleration_for_axis_X numeric
@attribute average_acceleration_for_axis_Y numeric
@attribute average_acceleration_for_axis_Z numeric
@attribute average_acceleration_for_magnitude numeric
@attribute standard_deviation_for_axis_X numeric
@attribute standard_deviation_for_axis_Y numeric
@attribute standard_deviation_for_axis_Z numeric
@attribute standard_deviation_for_magnitude numeric
@attribute average_absolute_difference_for_axis_X numeric
@attribute average_absolute_difference_for_axis_Y numeric
@attribute average_absolute_difference_for_axis_Z numeric
@attribute average_absolute_difference_for_magnitude numeric
@attribute zero_crossing_rate_for_axis_X numeric
@attribute zero_crossing_rate_for_axis_Y numeric
@attribute zero_crossing_rate_for_axis_Z numeric
@attribute bin0_X numeric
@attribute bin1_X numeric
@attribute bin2_X numeric
@attribute bin3_X numeric
@attribute bin4_X numeric
@attribute bin5_X numeric
@attribute bin6_X numeric
@attribute bin7_X numeric
@attribute bin8_X numeric
@attribute bin9_X numeric
@attribute bin0_Y numeric
@attribute bin1_Y numeric
@attribute bin2_Y numeric
@attribute bin3_Y numeric
@attribute bin4_Y numeric
@attribute bin5_Y numeric
@attribute bin6_Y numeric
@attribute bin7_Y numeric
@attribute bin8_Y numeric
@attribute bin9_Y numeric
@attribute bin0_Z numeric
@attribute bin1_Z numeric
@attribute bin2_Z numeric
@attribute bin3_Z numeric
@attribute bin4_Z numeric
@attribute bin5_Z numeric
@attribute bin6_Z numeric
@attribute bin7_Z numeric
@attribute bin8_Z numeric
@attribute bin9_Z numeric
@attribute bin0_magnitude numeric
@attribute bin1_magnitude numeric
@attribute bin2_magnitude numeric
@attribute bin3_magnitude numeric
@attribute bin4_magnitude numeric
@attribute bin5_magnitude numeric
@attribute bin6_magnitude numeric
@attribute bin7_magnitude numeric
@attribute bin8_magnitude numeric
@attribute bin9_magnitude numeric
@attribute userID{u001,u002,u003,u004,u005,u006,u007,u008,u009,u010,u011,u012,u013,u014,u015,u016,u017,u018,u019,u020,u021,u022,u023,u024,u025,u026,u027,u028,u029,u030,u031,u032,u033,u034,u035,u036,u037,u038,u039,u040,u041,u042,u043,u044,u045,u046,u047,u048,u049,u050,u051,u052,u053,u054,u055,u056,u057,u058,u059,u060,u061,u062,u063,u064,u065,u066,u067,u068,u069,u070,u071,u072,u073,u074,u075,u076,u077,u078,u079,u080,u081,u082,u083,u084,u085,u086,u087,u088,u089,u090,u091,u092,u093,u094,u095,u096,u097,u098,u099,u100,u101,u102,u103,u104,u105,u106,u107,u108,u109,u110,u111,u112,u113,u114,u115,u116,u117,u118,u119,u120,u121,u122,u123,u124,u125,u126,u127,u128,u129,u130,u131,u132,u133,u134,u135,u136,u137,u138,u139,u140,u141,u142,u143,u144,u145,u146,u147,u148,u149,u150,u151,u152,u153,u001,u002,u003,u004,u005,u006,u007,u008,u009,u010,u011,u012,u013,u014,u015,u016,u017,u018,u019,u020,u021,u022,u023,u024,u025,u026,u027,u028,u029,u030,u031,u032,u033,u034,u035,u036,u037,u038,u039,u040,u041,u042,u043,u044,u045,u046,u047,u048,u049,u050,u051,u052,u053,u054,u055,u056,u057,u058,u059,u060,u061,u062,u063,u064,u065,u066,u067,u068,u069,u070,u071,u072,u073,u074,u075,u076,u077,u078,u079,u080,u081,u082,u083,u084,u085,u086,u087,u088,u089,u090,u091,u092,u093,u094,u095,u096,u097,u098,u099,u100,u101,u102,u103,u104,u105,u106,u107,u108,u109,u110,u111,u112,u113,u114,u115,u116,u117,u118,u119,u120,u121,u122,u123,u124,u125,u126,u127,u128,u129,u130,u131,u132,u133,u134,u135,u136,u137,u138,u139,u140,u141,u142,u143,u144,u145,u146,u147,u148,u149,u150,u151,u152,u153}

@data
-12.152000000000001,-14.504000000000001,-9.016000000000002,5.667078259561976,-2.9631827956989256,-9.416430107526878,-2.288774193548387,10.560333235648487,2.379561181856569,2.5804461371283103,2.228850922085731,2.9079627971274413,1.7119463521794418,2.1669908659960706,1.8119292403746083,2.376308037694689,0.10752688172043011,0.010752688172043012,0.053763440860215055,0.021505376344086023,0.010752688172043012,0.010752688172043012,0.3978494623655914,0.4731182795698925,0.08602150537634409,0.0,0.0,0.0,0.0,0.22580645161290322,0.3655913978494624,0.3118279569892473,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.043010752688172046,0.3548387096774194,0.41935483870967744,0.17204301075268819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.2903225806451613,0.3548387096774194,0.3333333333333333,u001
-12.936000000000002,-19.208000000000002,-7.840000000000001,5.761199875026034,-3.3172473118279564,-9.386924731182793,-1.382537634408602,10.370831548657005,2.389329539539132,2.2831044053037535,1.8782877386675358,2.815168758692498,1.6410609318996412,1.3771895016764963,1.3272433807376565,1.7926976537128319,0.021505376344086023,0.010752688172043012,0.0967741935483871,0.021505376344086023,0.010752688172043012,0.08602150537634409,0.27956989247311825,0.5698924731182796,0.03225806451612903,0.0,0.0,0.0,0.0,0.053763440860215055,0.6236559139784946,0.3010752688172043,0.021505376344086023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.021505376344086023,0.7526881720430108,0.16129032258064516,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.24731182795698925,0.5698924731182796,0.17204301075268819,u001
-6.272,-11.76,-3.9200000000000004,8.45303259191635,-2.398508474576271,-9.361491525423732,-1.96,10.00222871447531,1.3503975858089683,1.0054738047120275,0.915773341804249,0.9276741086180073,1.0666544096523984,0.7812973283539209,0.6776949152542374,0.7635870770545078,0.01694915254237288,0.01694915254237288,0.05084745762711865,0.0,0.0,0.05084745762711865,0.2542372881355932,0.6949152542372882,0.0,0.0,0.0,0.0,0.0,0.0,0.6779661016949152,0.3220338983050847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1694915254237288,0.8135593220338984,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1016949152542373,0.847457627118644,0.05084745762711865,u001
-6.272,-13.328000000000001,-3.9200000000000004,6.034763292789537,-2.425962264150943,-9.489358490566035,-1.7824905660377357,10.23448144295713,1.8915840019179309,2.120383438929924,1.6658429972300617,2.283643697506773,1.616563901744393,1.789607689569243,1.341368458526167,1.958006529136545,0.20754716981132076,0.018867924528301886,0.16981132075471697,0.0,0.0,0.03773584905660377,0.3584905660377358,0.4528301886792453,0.1509433962264151,0.0,0.0,0.0,0.0,0.11320754716981132,0.5094339622641509,0.33962264150943394,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3584905660377358,0.5283018867924528,0.09433962264150944,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2830188679245283,0.4339622641509434,0.2830188679245283,u001
-5.88,-12.936000000000002,-5.096000000000001,4.7849698013676125,-2.343833333333333,-9.628499999999999,-2.0335,10.371021906112334,1.7429855532645384,2.3203539421102692,1.8793805052020027,2.5947458365457257,1.4455000000000007,1.8170833333333336,1.5496249999999996,2.102829818608534,0.14583333333333334,0.020833333333333332,0.22916666666666666,0.0,0.0,0.041666666666666664,0.3125,0.6041666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.1875,0.5416666666666666,0.1875,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5208333333333334,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,u001
-6.664000000000001,-13.72,-5.096000000000001,4.736554021649073,-2.316363636363636,-10.236545454545455,-2.0134545454545463,10.967480754132009,2.0106931989977657,2.270734857571097,1.941364298333256,2.624650019702797,1.5825785123966947,1.7550909090909095,1.5987768595041323,2.099569963890396,0.29545454545454547,0.022727272727272728,0.22727272727272727,0.0,0.0,0.11363636363636363,0.13636363636363635,0.5681818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.22727272727272727,0.5681818181818182,0.13636363636363635,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.45454545454545453,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.09090909090909091,0.4318181818181818,0.4090909090909091,u001
-5.88,-15.288000000000002,-5.096000000000001,6.296452334449932,-2.5240975609756098,-10.4310243902439,-2.0842926829268302,11.223623414933478,2.0653035187662363,2.288810496133307,1.873853655996861,2.562684411115917,1.8231148126115417,1.9233884592504473,1.562403331350386,2.123417370937447,0.14634146341463414,0.024390243902439025,0.1951219512195122,0.0,0.0,0.024390243902439025,0.4634146341463415,0.36585365853658536,0.14634146341463414,0.0,0.0,0.0,0.0,0.2926829268292683,0.4634146341463415,0.24390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34146341463414637,0.4878048780487805,0.17073170731707318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1951219512195122,0.36585365853658536,0.43902439024390244,u001
-6.664000000000001,-14.112,-5.488000000000001,7.790845910425903,-2.6804324324324322,-10.785297297297296,-2.2036756756756755,11.627514760298906,1.81480179158274,1.7989609142707288,2.1917755612812986,2.120869827065165,1.4924061358655958,1.4351380569758954,1.6172505478451424,1.745525388199237,0.16216216216216217,0.02702702702702703,0.13513513513513514,0.0,0.0,0.05405405405405406,0.2972972972972973,0.6216216216216216,0.02702702702702703,0.0,0.0,0.0,0.0,0.2972972972972973,0.5135135135135135,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32432432432432434,0.5405405405405406,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.3783783783783784,0.4594594594594595,u001
-5.488000000000001,-15.288000000000002,-4.704,7.711547704579153,-2.632,-11.2,-1.8927999999999998,11.928680674290009,1.6380358970425526,1.6585834920196205,2.004268085860771,1.7629079870543827,1.4304,1.1871999999999998,1.712,1.240513736568918,0.4,0.02857142857142857,0.2857142857142857,0.0,0.0,0.0,0.4857142857142857,0.42857142857142855,0.08571428571428572,0.0,0.0,0.0,0.0,0.17142857142857143,0.7428571428571429,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.2857142857142857,0.6571428571428571,u001
-5.88,-14.112,-5.488000000000001,9.553869163851891,-3.2797333333333336,-11.6424,-2.038400000000001,12.623003859375718,1.7368839326666465,1.4846056625694692,2.5088,1.6223050985719345,1.352835555555555,1.3040533333333333,2.1533866666666674,1.3635482005231372,0.36666666666666664,0.03333333333333333,0.2,0.0,0.0,0.06666666666666667,0.6,0.23333333333333334,0.1,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,u001
-5.88,-14.896,-4.704,8.471191651709931,-2.976296296296295,-11.55674074074074,-1.2776296296296294,12.366123646523809,2.072235629652453,1.5511051398944102,2.3340070796831305,1.8098608590869796,1.8035226337448562,1.2109519890260627,1.9196707818930034,1.451299445441868,0.3333333333333333,0.037037037037037035,0.3333333333333333,0.0,0.0,0.037037037037037035,0.5185185185185185,0.2962962962962963,0.14814814814814814,0.0,0.0,0.0,0.0,0.4074074074074074,0.5185185185185185,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4074074074074074,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.37037037037037035,0.5555555555555556,u001
-6.664000000000001,-14.504000000000001,-4.704,9.016,-3.3712,-11.712960000000004,-1.3641600000000005,12.62045124591827,2.080187068510907,1.5093578099310978,2.234386245571701,1.6557129550136376,1.7122559999999996,1.2757247999999994,1.6871680000000007,1.3512980924718478,0.4,0.04,0.32,0.0,0.0,0.12,0.52,0.28,0.08,0.0,0.0,0.0,0.0,0.48,0.48,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.56,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.64,u001
-6.664000000000001,-13.328000000000001,-4.704,11.293410468056141,-4.2229090909090905,-12.02727272727273,-1.2650909090909093,13.116665698621974,1.7961045451727145,0.9335435025077193,2.2547569695502743,1.1059884290259283,1.522644628099174,0.7888595041322312,1.6878677685950416,0.9807396222119086,0.4090909090909091,0.045454545454545456,0.36363636363636365,0.0,0.0,0.18181818181818182,0.6363636363636364,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0,0.5909090909090909,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5909090909090909,0.13636363636363635,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.8181818181818182,u001
-7.056,-14.504000000000001,-5.488000000000001,7.16406141793885,-3.652727272727273,-11.38581818181818,-1.1760000000000002,12.399817940389976,2.5932036028086647,2.362303876156873,1.9671143609589432,2.6041287759146132,2.3115041322314056,2.0458512396694215,1.3898181818181816,2.1436630146259787,0.5454545454545454,0.045454545454545456,0.22727272727272727,0.0,0.0,0.2727272727272727,0.3181818181818182,0.2727272727272727,0.13636363636363635,0.0,0.0,0.0,0.0,0.5,0.22727272727272727,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.6818181818181818,0.18181818181818182,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.22727272727272727,0.6363636363636364,u001
-3.9200000000000004,-12.152000000000001,-2.7440000000000007,9.02451771564553,-2.4010000000000002,-9.1875,-1.9355000000000002,9.826939942980438,1.3138945924236085,1.199999895833329,0.789721311603024,1.0688065105788085,1.1147500000000001,1.047375,0.5267500000000002,0.8857827121084348,0.25,0.0625,0.4375,0.0,0.0,0.0,0.5625,0.375,0.0625,0.0,0.0,0.0,0.0,0.0625,0.375,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,u001
-3.9200000000000004,-9.8,-1.568,9.497408488635205,-3.0741052631578953,-9.38736842105263,-0.9077894736842106,9.932712732884218,0.42682942417401387,0.26900287819362473,0.3377535038498947,0.3266984408638709,0.32576177285318536,0.1954570637119117,0.29535734072022146,0.2698155550033896,0.10526315789473684,0.05263157894736842,0.9473684210526315,0.0,0.0,0.0,0.631578947368421,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,u001
